date	followers	following	medias
2017-04-14 13:19:04.257722	1261	2674	10
2017-04-14 13:20:34.180099	1261	2674	10
2017-04-14 13:33:00.699683	1261	2674	10
2017-04-15 01:21:40.298144	1262	2674	10
2017-04-15 04:01:00.904572	1262	2674	10
2017-04-15 04:01:12.668711	1262	2674	10
2017-04-15 04:02:40.329567	1262	2674	10
