2180671902	344646600	1943884229	3581802851	3278049375	3786167072	3160952758	3162441354	3124684009	4812059668	4311941816	2493214826	2958856306	4143461555	2258822502	4201821151	3425479479	3648903468	4851340432	1523627054	3416107835	4930974623	309408001	1296951691	174509647	2414148135	3445738587	2201426475	4514927901	4196025132	3739672728	4341573990	1912858475	1584786433	3692970864	2287335829	1289797186	2860722356	368429670	4048876620	5318806542	1028282918	2126429564	4047370160	2464632139	966977793	1963175630	4308520672	5006188907	1966808079	4779299374	2215052619	293095580	2067678690	481859196	3487419930	1931791621	3498979112	1417474456	1024168482	3960249794	538155393	1747300114	1096452070	562150838	4260951655	2110943682	3020010251	353789576	3124275946	2476753659	3536498240	1488532979	1534435020	589051609	145082673	1796435756	1497264866	4782809070	345363300	1457511702	285600813	4242145504	3924707660	1468103435	1089632834	2264202599	2973873139	3462821978	3282857805	307255213	4775898303	4585267038	651168452	2157719305	1636643505	2405681572	2703919159	1514740368	3614696400	533059989	1549704422	909923703	522313305	4098201909	798125294	3902601161	4412667564	1668438061	299733955	537735440	3229814141	3601961390	1423212026	327551919	1526908797	4528465053	619647113	2984527117	655744804	4586836076	2143403958	3196017498	3489097619	1811166061	4709219034	530846086	4471022296	1450566290	582638531	1428517475	1662787140	3532848067	4525411483	3035720309	4170341283	357212483	1718183007	655272417	1101294054	36052279	4591708292	1798520026	840376820	2957027467	368440083	3271478059	2167495001	38670003	4038820058	3171451352	2906236271	3273599365	834596239	3991729314	3511619584	4656139186	3454776259	32088345	2083714895	313126222	3077126507	2315051716	1271945607	285188917	784570994	4608902320	2944942160	1571256457	3440234958
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	4	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
